2019-11-13T12:35:30.858258,7 x 7,9.676471948623657
2019-11-13T12:35:30.858258,7 x 6,9.156012058258057
2019-11-13T12:35:30.858258,9 x 4,8.10693097114563
2019-11-13T12:35:30.858258,8 x 6,7.156416893005371
2019-11-13T12:35:30.858258,8 x 5,6.081932783126831
2019-11-13T12:35:30.858258,8 x 9,6.0488440990448
2019-11-13T12:35:30.858258,12 x 10,5.9782631397247314
2019-11-13T12:35:30.858258,9 x 9,5.965606927871704
2019-11-13T12:35:30.858258,7 x 10,5.4758031368255615
2019-11-13T12:35:30.858258,9 x 2,5.366408824920654
2019-11-13T12:35:30.858258,9 x 6,5.314020872116089
2019-11-13T12:35:30.858258,9 x 5,5.308212995529175
2019-11-13T12:35:30.858258,12 x 11,5.278734922409058
2019-11-13T12:35:30.858258,12 x 7,5.15776801109314
2019-11-13T12:35:30.858258,12 x 6,5.138134002685547
2019-11-13T12:35:30.858258,7 x 8,5.076987028121948
2019-11-13T12:35:30.858258,12 x 8,5.053565979003906
2019-11-13T12:35:30.858258,8 x 1,5.045254945755005
2019-11-13T12:35:30.858258,9 x 0,5.037972927093506
2019-11-13T12:35:30.858258,9 x 12,4.9956090450286865
2019-11-13T12:35:30.858258,9 x 8,4.932335138320923
2019-11-13T12:35:30.858258,7 x 9,4.871229887008667
2019-11-13T12:35:30.858258,12 x 4,4.791169881820679
2019-11-13T12:35:30.858258,9 x 10,4.676594972610474
2019-11-13T12:35:30.858258,12 x 2,4.65411901473999
2019-11-13T12:35:30.858258,7 x 3,4.525447130203247
2019-11-13T12:35:30.858258,9 x 11,4.474487066268921
2019-11-13T12:35:30.858258,7 x 4,4.394637107849121
2019-11-13T12:35:30.858258,8 x 12,4.3836610317230225
2019-11-13T12:35:30.858258,12 x 12,4.262287855148315
2019-11-13T12:35:30.858258,7 x 12,4.1730499267578125
2019-11-13T12:35:30.858258,12 x 1,4.1354711055755615
2019-11-13T12:35:30.858258,8 x 2,4.085347890853882
2019-11-13T12:35:30.858258,7 x 2,4.083670139312744
2019-11-13T12:35:30.858258,12 x 5,4.072655916213989
2019-11-13T12:35:30.858258,9 x 1,3.9155759811401367
2019-11-13T12:35:30.858258,8 x 3,3.8569540977478027
2019-11-13T12:35:30.858258,8 x 10,3.831480026245117
2019-11-13T12:35:30.858258,8 x 7,3.6628050804138184
2019-11-13T12:35:30.858258,12 x 9,3.612014055252075
2019-11-13T12:35:30.858258,7 x 5,3.5506298542022705
2019-11-13T12:35:30.858258,8 x 8,3.5493640899658203
2019-11-13T12:35:30.858258,12 x 0,3.54648494720459
2019-11-13T12:35:30.858258,12 x 3,3.420635938644409
2019-11-13T12:35:30.858258,9 x 3,3.3838748931884766
2019-11-13T12:35:30.858258,8 x 4,3.3758270740509033
2019-11-13T12:35:30.858258,7 x 1,3.157256841659546
2019-11-13T12:35:30.858258,8 x 0,3.1551239490509033
2019-11-13T12:35:30.858258,7 x 0,3.080703020095825
2019-11-13T12:35:30.858258,9 x 7,2.845911979675293
2019-11-13T12:35:30.858258,7 x 11,2.7805349826812744
2019-11-14T12:11:05.811416,4 x 1,2.9039928913116455
2019-11-14T12:11:05.811590,3 x 0,2.9377739429473877
2019-11-14T12:11:05.811651,11 x 0,2.4185378551483154
2019-11-14T12:11:05.811700,6 x 9,7.349626779556274
2019-11-14T12:11:05.811748,6 x 8,10000099
2019-11-14T12:11:05.811788,11 x 6,3.1196529865264893
2019-11-14T12:11:05.811832,6 x 0,2.774150848388672
2019-11-14T12:11:05.811877,4 x 5,3.1971890926361084
2019-11-14T12:11:05.811923,1 x 3,2.2776191234588623
2019-11-14T12:11:05.811967,6 x 4,7.120579957962036
2019-11-14T12:11:05.812009,3 x 11,3.0585060119628906
2019-11-14T12:11:05.812052,2 x 9,3.1057608127593994
2019-11-14T12:11:05.812095,10 x 1,3.616117000579834
2019-11-14T12:11:05.812137,11 x 12,3.9816031455993652
2019-11-14T12:11:05.812180,1 x 10,4.818238973617554
2019-11-14T12:11:05.812222,3 x 10,4.614180088043213
2019-11-14T12:11:05.812264,1 x 11,4.725013971328735
2019-11-14T12:11:05.812308,11 x 8,2.8323819637298584
2019-11-14T12:11:05.812351,10 x 8,2.954926013946533
2019-11-14T12:11:05.812394,11 x 10,6.044799089431763
2019-11-14T12:14:01.505895,2 x 10,2.856067180633545
2019-11-14T12:14:01.506064,1 x 1,2.4152309894561768
2019-11-14T12:14:01.506122,1 x 6,1.952812910079956
2019-11-14T12:14:01.506169,4 x 0,2.9514970779418945
2019-11-14T12:14:01.506213,4 x 4,3.072977066040039
2019-11-14T12:14:01.506255,3 x 4,3.264273166656494
2019-11-14T12:14:01.506297,3 x 6,6.6911211013793945
2019-11-14T12:14:01.506339,2 x 7,2.4625461101531982
2019-11-14T12:14:01.506381,3 x 9,12.330254077911377
2019-11-14T12:14:01.506424,10 x 4,2.5810561180114746
2019-11-14T12:14:01.506467,2 x 4,8.368955135345459
2019-11-14T12:14:01.506509,2 x 3,2.963291883468628
2019-11-14T12:14:01.506550,11 x 4,2.1316230297088623
